GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400001US01,01,Alabama -- Urban,2817378,5451
0400001US02,02,Alaska -- Urban,470241,2553
0400001US04,04,Arizona -- Urban,5774327,7071
0400001US05,05,Arkansas -- Urban,1633321,3843
0400001US06,06,California -- Urban,35475320,9813
0400001US08,08,Colorado -- Urban,4344805,4602
0400001US09,09,Connecticut -- Urban,3143350,4010
0400001US10,10,Delaware -- Urban,748414,3217
0400001US11,11,District of Columbia -- Urban,605759,*****
0400001US12,12,Florida -- Urban,17230033,9452
0400001US13,13,Georgia -- Urban,7299678,9404
0400001US15,15,Hawaii -- Urban,1260011,2808
0400001US16,16,Idaho -- Urban,1107528,3092
0400001US17,17,Illinois -- Urban,11348095,4752
0400001US18,18,Indiana -- Urban,4692285,5641
0400001US19,19,Iowa -- Urban,1948785,2709
0400001US20,20,Kansas -- Urban,2113017,2585
0400001US21,21,Kentucky -- Urban,2534174,5151
0400001US22,22,Louisiana -- Urban,3316995,7114
0400001US23,23,Maine -- Urban,515860,3078
0400001US24,24,Maryland -- Urban,5038648,4874
0400001US25,25,Massachusetts -- Urban,6034060,5012
0400001US26,26,Michigan -- Urban,7383821,4885
0400001US27,27,Minnesota -- Urban,3893749,3041
0400001US28,28,Mississippi -- Urban,1465435,5602
0400001US29,29,Missouri -- Urban,4208739,4889
0400001US30,30,Montana -- Urban,554505,2494
0400001US31,31,Nebraska -- Urban,1338394,1620
0400001US32,32,Nevada -- Urban,2551568,2715
0400001US33,33,New Hampshire -- Urban,796068,2872
0400001US34,34,New Jersey -- Urban,8322438,4344
0400001US35,35,New Mexico -- Urban,1599789,4352
0400001US36,36,New York -- Urban,17043770,6530
0400001US37,37,North Carolina -- Urban,6305736,8715
0400001US38,38,North Dakota -- Urban,404430,1194
0400001US39,39,Ohio -- Urban,8987630,5688
0400001US40,40,Oklahoma -- Urban,2480683,3747
0400001US41,41,Oregon -- Urban,3111295,4259
0400001US42,42,Pennsylvania -- Urban,9976293,7021
0400001US44,44,Rhode Island -- Urban,954530,1864
0400001US45,45,South Carolina -- Urban,3075786,6885
0400001US46,46,South Dakota -- Urban,462178,1635
0400001US47,47,Tennessee -- Urban,4224582,6736
0400001US48,48,Texas -- Urban,21365458,11529
0400001US49,49,Utah -- Urban,2507052,3220
0400001US50,50,Vermont -- Urban,242138,1931
0400001US51,51,Virginia -- Urban,6040625,6588
0400001US53,53,Washington -- Urban,5669795,6513
0400001US54,54,West Virginia -- Urban,896532,4751
0400001US55,55,Wisconsin -- Urban,3982642,3951
0400001US56,56,Wyoming -- Urban,365504,1586
